gender,occupation,party,ep_date,name,bio
1,JOURNALIST,,2013-08-26,SALLY WARHAFT,"Sally Warhaft is an editor, author and broadcaster and hosts the Fifth Estate current affairs talks series for the Wheeler Centre in Melbourne.
She is a former editor of 
, a regular commentator on ABC radio and a frequent participant in public debates in Melbourne.
Sally has a degree in anthropology, and for her PhD studied ethnography and the factors that make a strong community. To do this she spent a year living with the fisherfolk in Mumbai, India, who live traditional lives in shanty settlements on the Arabian Sea shore adjacent to downtown Mumbai. While in India after the 2011 terror attacks she rode a motorbike from New Delhi to Mumbai to visit them.
After her PhD Sally lectured in politics at La Trobe University and edited 
.
In recent years Sally made contact with two of the Bali Nine drug smugglers, Andrew Chan and Myuran Sukumaran, both of whom are on death row. She visits them in gaol when she can and has become close to both their families in Australia.
Sally grew up in Melbourne and lives in Collingwood."
0,POLITICIAN,LABOR,2014-09-08,SAM DASTYARI,"Sam Dastyari is a Labor Senator for New South Wales.
He was born in a small town in Northern Iran, and with his family migrated to Australia as a young child during the Iran/Iraq war in 1988.
He joined the Labor Party following the republican referendum in 1999.
Before entering the Senate Sam developed a high public profile as NSW State Secretary of the Australian Labor Party from 2010 to 2013.
Sam is currently the Chair of the Senate Economics References Committee. He is an outspoken advocate for multiculturalism and has a passion for social policy and economics.
Sam is married to Helen and together they are raising their two young daughters, Hannah and Eloise, in Sydney."
1,OTHER,,2010-06-07,SAMAH HADID,"Samah Hadid is a 22 year old human rights 
advocate from Bankstown in western Sydney and is the
2010 Australian Youth Representative to the UN.                                      
She is currently completing her 
Masters in Human Rights Law and Policy at the University of New South Wales. 
Samah serves  as a Commissioner with the Community Relations Commission and  as the Youth Representative on the Australian National Commission for UNESCO. She is also the co chair of the Multicultural Youth Network and member of Amnesty International's Cultural Diversity Steering Committee.  
Samah has previously been a member of  Bankstown Council's Youth Advisory Committee, the National Youth Roundtable and selected as a participant to the Prime MinisterÌâåÕs 2020 Summit.
She has been a volunteer with the Muslim Women Association for 7 years. 
In 2009 she completed a fellowship with the United Nations Office of the High Commissioner for Human Rights. 
Samah has been recognized for her volunteer work as the CRC Young Volunteer of the year, UWS Young Woman from the West and received a human rights commendation award . Samah is also a co author of the book The Future by Us. As the 2010 Australian Youth Representative to the UN Samah hopes to profile the voices of  indigenous and minority youth and promote the valuable role young people make to Australia."
1,OTHER,,2011-02-28,SAMAH HADID,"Samah Hadid is a 22 year old human rights advocate from Sydney and is the Australian Youth Representative to the UN.                   
 
She is currently completing her Masters in Human Rights Law and Policy at the University of New South Wales. Samah serves as the Youth Representative on the Australian National Commission for UNESCO. She is also the co chair of the Multicultural Youth Network , member of Amnesty International's Diversity Steering Committee and Action Partner for Oxfam International Youth Partnerships.
 
Samah has previously been a member of Bankstown Council's Youth Advisory Committee, the National Youth Roundtable and selected as a participant to the Prime MinisterÌâåÕs 2020 Summit and a member of the UN Expert Group on Youth. 
 
She has been a volunteer with the Muslim Women Association for 7 years.
In 2009 she completed a fellowship with the United Nations Office of the High Commissioner for Human Rights.
 
Samah has been recognized for her volunteer work as the CRC Young Volunteer of the year, UWS Young Woman from the West, finalist for NSW young person of the year and received a human rights commendation award. Samah is also a co author of the book 
. As the Australian Youth Representative to the UN Samah hopes to profile the voices of indigenous and minority youth and promote the valuable role young people make to Australia and on an international scale. 
Samah is also a performance artist and playwright , she is currently developing 
."
1,OTHER,,2011-06-20,SAMAH HADID,"Samah Hadid is a 23 year old human rights advocate from Sydney and former Australian Youth Representative to the UN.                   
 
She serves is a member of the UN Experts Group on Youth and serves as the Youth Representative on the Australian National Commission for UNESCO, member of Amnesty International's Diversity Steering Committee and Action Partner for Oxfam International Youth Partnerships.
 
Samah has previously been a member of Bankstown Council's Youth Advisory Committee, the National Youth Roundtable and selected as a participant to the Prime MinisterÌâåÕs 2020 Summit. 
 
In 2009 she completed a fellowship with the United Nations Office of the High Commissioner for Human Rights.
 
Samah has been recognized for her volunteer work as the CRC Young Volunteer of the year, UWS Young Woman from the West, finalist for NSW Young Person of the Year and received a human rights commendation award. Samah is also a co author of the book 
. 
Samah is also a performance artist and playwright, she is currently developing 
.
She has just returned from the Middle East where she interviewed youth activists involved in the revolutions and uprisings in Egypt, Tunisia , Palestine and Yemen."
0,COMIC,,2011-06-06,SANDY GUTMAN AKA AUSTEN TAYSHUS,"Sydney humorist Alexander (ÌâåÔSandyÌâåÕ) Gutman was born on 17 March 1954 in New York. This quiet intelligent Jewish boy, who moved to Sydney at the age of one, should have grown up to become a dentist. Choosing that career would have pleased his mother Margaret and his father Isaac. Instead, he adopted an alter ego and became AustraliaÌâåÕs most confronting stand-up comedian ÌâåÐ Austen Tayshus.
In contrast to his alter ego, Sandy is a highly-cultured and observant son of Judaism, a strict vegetarian who has beaten alcohol and drug abuse and is the father of two cherished daughters. At the age of 15 he participated in The International Bible Contest for Jewish Youth and met then Israeli President Zalman Shazar in Jerusalem.
Sandy's father was a Holocaust survivor. A childhood obsession with his fatherÌâåÕs wartime experience profoundly affected young SandyÌâåÕs relationship with the world, forging a personality destined to wage war against authority, racism, and institutional dogma. This weapon is Austen Tayshus - Merchant of Menace. His comic range is extraordinary and his fans include international film stars, world famous artists and a former Australian prime minister. Austen Tayshus has been performing for three decades, around Australia and around the world.
His first single Australiana remains the biggest selling single in Australian recording history. He is a Tropfest winner, film school graduate, award winning recording artist and the most energetic and provocative satirist this country has ever seen.
In July 2010 Sandy was endorsed as the Australian Sex PartyÌâåÕs candidate for the federal seat of Warringah on SydneyÌâåÕs northern beaches (current sitting member Tony Abbott). In May this year, at the age of 57, he launched his own biography Austen Tayshus: Merchant of Menace. The book is written by Ross Fitzgerald and Rick Murphy."
1,OTHER,,2009-08-06,SARA HAGHDOOSTI,"Sara is a 22 year old climate change activist. An Iranian immigrant she is currently studying Economics and Social Sciences at the University of Sydney and is also  Recruitment Director of Power Shift for the Australian Youth Climate Coalition.
She was chosen to deliver the Keynote address at the Community Relations Commission youth leadership Symposium and was one of the top ten delegates at Kevin RuddÌâåÕs 2020 summit. She's recently returned from the United States after being chosen to participate in a UN youth consultation tour and model united nations at Harvard University.
Sara was born in Tehran, Iran in 1987. She came to Australia as a child and went to Willoughby Girls High School. She's been back to Iran to visit several times and maintains links with the politics and cultures of that region. Born to Muslim parents, she has deep respect for the religion, but with her strong personal views on feminism and political activism, she is very much a contemporary and bi-cultural young woman. Her life aim is to facilitate movements to help create a more progressive Australia.
Sara is  highly active in  the womenÌâåÕs movement. She was on the organising committee for the ÌâåÔReclaim the NightÌâåÕ protests against sexual violence in 2007-2008, is on the national executive of Young UNIFEM and has been in the organising collective for International WomenÌâåÕs Day for the past three years. She's a management committee member of the Immigrant WomenÌâåÕs Speakout in NSW.
A keen journalist, Sara is editor of Sydney UniversityÌâåÕs student newspaper, The Bull, and was the winner of the Sydney region  in the SMH young writer of the year awards.
Other interests include reading, writing, poetry and painting."
1,POLITICIAN,GREENS,2009-04-30,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament. She is now regarded as a rising star in the Greens Party, a leading member of the new Greens generation who will eventually take over from such veterans as Bob Brown and Christine Milne.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland, but attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International.
She and her husband Zane Young (whom she met as a teenager and who persuaded her to move to Adelaide from Melbourne) live in the inner suburbs of Adelaide and have a two-year-old daughter, Kora."
1,POLITICIAN,GREENS,2010-06-21,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament. She is now regarded as a rising star in the Greens Party, a leading member of the new Greens generation who will eventually take over from such veterans as Bob Brown and Christine Milne.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland. She attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International.
She and her husband Zane Young (whom she met as a teenager and who persuaded her to move to Adelaide from Melbourne) live in the inner suburbs of Adelaide and have an infant daughter, Kora."
1,POLITICIAN,GREENS,2010-08-23,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament. She is now regarded as a rising star in the Greens Party, a leading member of the new Greens generation who will eventually take over from such veterans as Bob Brown and Christine Milne.
With the Greens achieving a stunning result in the federal election, giving them a House of Representatives seat and a Senator in each State, the party will hold the balance of power in the new Senate an. As one of the PartyÌâåÕs most capable and high-profile younger representatives, Sarah is expected to have a significant role on the political debate.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland. She attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International.
She and her husband Zane Young (whom she met as a teenager and who persuaded her to move to Adelaide from Melbourne) live in the inner suburbs of Adelaide and have an infant daughter, Kora."
1,POLITICIAN,GREENS,2010-09-13,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament. She is now regarded as a rising star in the Greens Party, a leading member of the new Greens generation who will eventually take over from such veterans as Bob Brown and Christine Milne.
With the Greens achieving a stunning result in the federal election, giving them a House of Representatives seat and a Senator in each State, the party will hold the balance of power in the new Senate an. As one of the PartyÌâåÕs most capable and high-profile younger representatives, Sarah is expected to have a significant role on the political debate.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland. She attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International.
She and her husband Zane Young (whom she met as a teenager and who persuaded her to move to Adelaide from Melbourne) live in the inner suburbs of Adelaide and have an infant daughter, Kora."
1,POLITICIAN,GREENS,2011-07-07,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament. She is now regarded as a rising star in the Greens Party, a leading member of the new Greens generation who will eventually take over from such veterans as Bob Brown and Christine Milne.
With the Greens achieving a stunning result in the federal election, giving them a House of Representatives seat and a Senator in each State, the party now holds the balance of power in the Senate. As one of the PartyÌâåÕs most capable and high-profile younger representatives, Sarah is expected to have a significant role on the political debate.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland. She attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International.
She and her husband Zane Young (whom she met as a teenager and who persuaded her to move to Adelaide from Melbourne) live in the inner suburbs of Adelaide and have a  daughter, Kora."
1,POLITICIAN,GREENS,2012-07-16,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament.
She is regarded as a rising star in the Greens Party, a leading member of the new Greens generation.
With the Greens achieving an
unprecedented result in the 2010 federal election, giving them a House of Representatives seat and at least one Senator in each State, the party now holds the balance of power in the Senate. This means Sarah and her Greens colleagues are at the centre of most major policy controversies. As the spokeswoman for immigration Sarah is prominent in the public debate over the vexed issue of asylum seekers.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland. She subsequently attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International."
1,POLITICIAN,GREENS,2013-04-29,SARAH HANSON-YOUNG,"When Sarah Hanson-Young was elected to the Senate at the 2007 election, she achieved three significant milestones: she was the first Greens Senator to be elected in South Australia, the youngest person ever elected to the Senate and the youngest woman ever elected to the Federal Parliament.
She is regarded as a rising star in the Greens Party, a leading member of the new Greens generation.
With the Greens achieving an
unprecedented result in the 2010 federal election, giving them a House of Representatives seat and at least one Senator in each State, the party now holds the balance of power in the Senate. This means Sarah and her Greens colleagues are at the centre of most major policy controversies. As the spokeswoman for immigration Sarah is prominent in the public debate over the vexed issue of asylum seekers.
Sarah was born in Melbourne in 1981 and grew up near Orbost in East Gippsland. She subsequently attended the University of Adelaide where she studied social science and was active in student politics, becoming president of the StudentsÌâåÕ Association. She has a background of activism and community campaigning in such areas as the environment, human rights and issues involving youth and women, and has been a committed advocate for Amnesty International."
1,POLITICIAN,LIBERAL,2014-06-30,SARAH HENDERSON,"Sarah was born and raised in Geelong. She went to school at Sacred Heart College and The Geelong College. Sarah began her career in 1982 as a cadet journalist with Channel 7 Melbourne. Her media work included time as host of the Victorian edition of the 
, newsreader for Channel 10 Melbourne and reporter for the acclaimed ABC TV program, 
.
She went on to forge a notable career as a journalist and broadcaster, winning numerous awards for her work including a prestigious Walkley and a Golden Quill for her coverage of the Port Arthur massacre.
In 1998, after obtaining a Bachelor of Laws (Honours) from Monash University, Sarah joined Allens Arthur Robinson (then Arthur Robinson & Hedderwicks) as a commercial lawyer where she advised on a wide range of litigation, corporate, regulatory and intellectual property matters.
Her specialist knowledge of the media sector took her to New York where she gained valuable international experience as an attorney with News Corporation. Sarah established her own media consultancy which led to various commercial roles in Australian broadcasting ÌâåÐ as Network Business Manager-Programming with Network Ten and as Legal and Business Affairs Manager with National Indigenous TV.
In 2010, Sarah contested the Federal election but narrowly lost the seat, making it the countryÌâåÕs most marginal. In 2013, Sarah was again preselected to contest Corangamite for the Liberal Party and won the seat.
Sarah, the oldest of three children, grew up in a loving and community focused family. SarahÌâåÕs father, Michael, was a Geelong solicitor and former Mayor of Newtown and her mother, Ann, was the State Member for Geelong from 1992-1999, serving as Housing and Aboriginal Affairs Minister in the Kennett Government.
Sarah lives in Barwon Heads with her son, Jeremy, and her partner, Simon Ramsay."
1,JOURNALIST,,2014-04-28,SARRAH LE MARQUAND,"As a columnist and opinion editor of 
, Sarrah Le Marquand is ÌâåÐ depending on who you listen to ÌâåÐ either a ÌâåÒbleeding heart inner-city feminaziÌâåÓ or a ÌâåÒredneck from the hate mediaÌâåÓ. 
Sarrah left university determined to pursue a career in political journalism but an early detour on a magazine devoted to the surprisingly intricate world of daytime soap operas redirected her career. 
In the years that followed she was employed as a magazine entertainment reporter and film critic on breakfast TV before joining 
 in 2005 as television writer. She went on to assume various roles at the newspaper including film editor, columnist, features chief of staff and deputy features editor. In 2008 she was appointed features editor. 
In 2009 she began writing a weekly column covering everything from politics to pop culture to parenthood. She also writes a weekly column for 
 magazine, is the executive editor of 
 and appears regularly on television and radio as a media commentator. In 2014 she was appointed opinion editor of 
.
Sarrah lives in Sydney with her husband and two young sons."
1,JOURNALIST,,2014-11-17,SARRAH LE MARQUAND,"As a columnist and opinion editor of 
, Sarrah Le Marquand is ÌâåÐ depending on who you listen to ÌâåÐ either a ÌâåÒbleeding heart inner-city feminaziÌâåÓ or a ÌâåÒredneck from the hate mediaÌâåÓ. 
Sarrah left university determined to pursue a career in political journalism but an early detour on a magazine devoted to the surprisingly intricate world of daytime soap operas redirected her career. 
In the years that followed she was employed as a magazine entertainment reporter and film critic on breakfast TV before joining 
 in 2005 as television writer. She went on to assume various roles at the newspaper including film editor, columnist, features chief of staff and deputy features editor. In 2008 she was appointed features editor. 
In 2009 she began writing a weekly column covering everything from politics to pop culture to parenthood. She also writes a weekly column for 
 magazine, is the executive editor of 
 and appears regularly on television and radio as a media commentator. In 2014 she was appointed opinion editor of 
.
Sarrah lives in Sydney with her husband and two young sons."
0,BUSINESSPERSON,,2009-04-02,SATYAJIT DAS,"Satyajit Das is an international specialist in the area of financial derivatives, risk management, and capital markets. He works  as  a consultant to banks and other financial institutions  in Europe, North America, Asia and Australia providing  advice on trading, pricing and risk management of derivative transactions. 
Das, as he likes to be called,  is well known in Australia, Asia, South Africa and Europe as an expert in the field and recognised for his capacity to communicate complex financial subjects and trends in simple and non-technical language.
Das was born in Calcutta, India in 1957 and now lives in Sydney.  He  holds Bachelors' degrees in Commerce (Accounting, Finance and Systems) and Law from the University of New South Wales and a Masters degree in Business Administration from the Australian Graduate School of Management. 
 Das is also the author of a number of key reference works on derivatives and risk management including Swaps/ Financial Derivatives Library ÌâåÐ Third Edition. He also wrote Traders, Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives , a satirical insider's account of derivatives trading. According to the London Times, the book  explains ÌâåÒ not only the high-minded theory behind the business and its various products but the sometimes sordid reality of the industry"".  
Between 1988 and 1994, Mr. Das was Treasurer of the TNT transport Group. Between 1977 and 1987, he worked in banking with the Commonwealth Bank, CitiGroup and Merrill Lynch.
In 2006 Das co-authored with Jade Novakovic In Search of the Pangolin: The Accidental Eco-Tourist. He is passionate about the preservation of wildlife and he and his partner are still trying to see a Pangolin ,a small scaled ant-eater type creature found in Asia and Africa."
0,BUSINESSPERSON,,2010-02-15,SATYAJIT DAS,"Satyajit Das is an international specialist in the area of financial derivatives, risk management, and capital markets. He has over 30 years experience in the field and works as a consultant to financial institutions in Europe, North America, Asia, South Africa and Australia.
Das, as he is generally called, is well known around the world as an expert in the field and recognised for his capacity to communicate complex financial subjects and trends in simple and non-technical language. He has given advice about what caused the world financial system to collapse, how the crisis affected the global economy and what the world will look like afterwards. 
Das was born in Calcutta, India in 1957 and now lives in Sydney. He holds Bachelors' degrees in Commerce (Accounting, Finance and Systems) and Law from the University of New South Wales and a Masters degree in Business Administration from the Australian Graduate School of Management.
Das is also the author of a number of key reference works on derivatives and risk management. He also wrote 
, a satirical insider's account of derivatives trading. According to the London Financial Times, the book explains ÌâåÒ not only the high-minded theory behind the business and its various products but the sometimes sordid reality of the industry"".
Between 1988 and 1994, Das was Treasurer of the TNT transport Group. Between 1977 and 1987, he worked in banking with the Commonwealth Bank, CitiGroup and Merrill Lynch. 
 
In 2006 Das co-authored with Jade Novakovic In Search of the Pangolin: The Accidental Eco-Tourist. He is passionate about the preservation of wildlife and he and his partner are still trying to see a Pangolin, a small scaled ant-eater type creature found in Asia and Africa."
0,BUSINESSPERSON,,2014-05-12,SATYAJIT DAS,"Satyajit Das is an internationally respected expert in finance, with over 35 yearsÌâåÕ experience in capital markets. He has worked for the ""sell side"" (banks such as Commonwealth Bank, CitiBank and Merrill Lynch), the ÌâåÒbuy sideÌâåÓ (Treasurer of the TNT Group) and now acts as a consultant advising banks, investors, corporations and central banks throughout the world. 
Das, as he generally called, is the author of many highly regarded books on derivatives and risk management, which are regarded as standard reference works for professional traders. 
In 2006, he published the international bestseller 
, a satirical insider's account of derivatives trading. In 
 and a series of 2006 speeches -
 - he provided a highly prescient insight into the structure and risk of the world financial system exposing the problems that subsequently became apparent. 
In 2010, in an article ÌâåÐ
- he anticipated the sovereign debt crisis. That year, in another article entitled 
 and a follow-up 2012 piece 
, he drew attention to the unsustainable nature of ChinaÌâåÕs economic success and the risk of slowdown in growth. In a 2011 paper 
, he drew attention to the ineffectiveness of policy options, especially the increasing dependence of monetary measures such as quantitative easing and the difficulty of reversing such actions. In the same year, he identified AustraliaÌâåÕs fragile prospects and looming slowdown and challenges.
His latest book is 
, which was described by Nouriel Roubini, Professor of Economics at NYU Stern School of Business and Chairman of Roubini Global Economics as: ÌâåÒA true insiderÌâåÕs devastating analysis of the financial alchemy of the last 30 years and its destructive consequences. With his intimate first-hand knowledge, Das takes a knife to global finance and financiers to reveal its inner workings without fear or favour.ÌâåÓ
He was featured in Charles FergusonÌâåÕs 2010 Oscar winning documentary 
, the 2012 PBS Frontline series 
 and a 2009 BBC TV documentary ÌâåÐ 
. He is a frequent interviewee and widely quoted in the financial press globally. 
He has been a featured speaker at financial conferences throughout the world as well as at the Sydney Writers Festival, Melbourne Writers Festival, Adelaide Festival of Ideas and SydneyÌâåÕs Festival of Dangerous Ideas.
In 2006 Das co-authored, with Jade Novakovic, 
. He is passionate about the preservation of wildlife and he and his partner are still trying to see a Pangolin, a small scaled ant-eater type creature found in Asia and Africa."
0,POLITICIAN,GREENS,2010-07-12,SCOTT LUDLAM,"Scott Ludlam, an Australian Greens Senator from Western Australia,  is the Greens spokesman on such issues as communications, housing, mining and nuclear power.
He has led opposition to the GovernmentÌâåÕs plans for an internet filter and has championed the cause of public ownership of the National Broadband Network. He describes himself as dedicated to sustainability and social justice.
Scott was born in Palmerston North, New Zealand, in 1970 and subsequently moved to WA. A film-maker, artist and graphic designer by trade, he studied Design at Curtin University and then Policy Studies at Murdoch University. 
Scott entered the Senate in November 2007."
0,POLITICIAN,GREENS,2013-07-15,SCOTT LUDLAM,"Scott Ludlam is an Australian Greens Senator from Western Australia.
He represents the Greens on a range of issues including broadband, communications and the digital economy, housing, nuclear energy and infrastructure, heritage and sustainable cities.  
He describes himself as dedicated to sustainability and social justice.
Scott was born in Palmerston North, New Zealand, in 1970 and subsequently moved to WA. A film-maker, artist and graphic designer by trade, he studied Design at Curtin University and then Policy Studies at Murdoch University. 
Scott entered the Senate in November 2007."
0,POLITICIAN,GREENS,2014-09-22,SCOTT LUDLAM,"Scott Ludlam is an Australian Greens Senator from Western Australia. He entered the Senate in 2007 and since then has forged a national reputation for his commitment to sustainability and social justice.
He represents the Greens on a range of issues including broadband, communications and the digital economy; housing, infrastructure and sustainable cities; nuclear issues and the State of WA. He was a leading voice against the Federal Government's attempt to censor the internet with its mandatory net filter, and moved amendments to better secure public ownership of the National Broadband Network.
A dedicated participant in the Senate committee process, Scott initiated the nationÌâåÕs first in-depth inquiry into public transport as well as an inquiry into the justice system and how it is failing some members of the community. He has also been probing radiation leaks and water contamination at the Ranger uranium mine in the Northern Territory, and ongoing radiation safety concerns at AustraliaÌâåÕs only nuclear facility at Lucas Heights.
Scott is continuing to pursue legislation that would require parliamentary approval for sending Australian troops to war.
Scott was born in Palmerston North, New Zealand, in 1970 and subsequently moved to WA. A film-maker, artist and graphic designer by trade, he studied Design at Curtin University and then Policy Studies at Murdoch University."
0,POLITICIAN,LIBERAL,2009-03-12,SCOTT MORRISON,"Scott Morrison was elected as the federal MP for Cook, in SydneyÌâåÕs south-eastern suburbs, in November 2007. He was promoted to the Opposition front bench as Shadow Minister for Housing and Local Government in September 2008. 
Before entering Parliament, Scott worked as a CEO and senior executive in various industry bodies and government agencies, including Managing Director of Tourism Australia, State Director of the Liberal Party in NSW and National Policy and Research Manager for the Property Council of Australia.
His entry into politics was not without controversy. Another candidate, Michael Towke, had been pre-selected for Cook but was disendorsed by the NSW Liberal Party in August 2007. Although Scott was regarded by observers as not having majority backing from local branches, he won a subsequent pre-selection in which State branch representatives participated.
Scott holds an Honours degree in Applied Economic Geography from the university of  NSW. He lives with his wife Jenny and baby daughter Abbey in Sydney's Sutherland  Shire."
0,POLITICIAN,LIBERAL,2010-04-19,SCOTT MORRISON,"Scott Morrison was elected as the federal MP for Cook, in SydneyÌâåÕs south-eastern suburbs, in November 2007. He was promoted to the Opposition front bench as Shadow Minister for Housing and Local Government in September 2008. 
Before entering Parliament, Scott worked as a CEO and senior executive in various industry bodies and government agencies, including Managing Director of Tourism Australia, State Director of the Liberal Party in NSW and National Policy and Research Manager for the Property Council of Australia.
His entry into politics was not without controversy. Another candidate, Michael Towke, had been pre-selected for Cook but was disendorsed by the NSW Liberal Party in August 2007. Although Scott was regarded by observers as not having majority backing from local branches, he won a subsequent pre-selection in which State branch representatives participated.
Scott holds an Honours degree in Applied Economic Geography from the university of  NSW. He lives with his wife Jenny and baby daughter Abbey in Sydney's Sutherland  Shire."
0,POLITICIAN,LIBERAL,2010-06-07,SCOTT MORRISON,"Scott Morrison is the Shadow Minister for Immigration and Citizenship. He was elected as the federal MP for Cook, in SydneyÌâåÕs south-eastern suburbs, in November 2007 and was promoted to the Opposition front bench as Shadow Minister for Housing and Local Government in September 2008. In his short time in Parliament he has shown himself to be a skilled debater and a committed political advocate for the Liberal cause.
Before entering Parliament, Scott worked as a CEO and senior executive in various industry bodies and government agencies, including Managing Director of Tourism Australia, State Director of the Liberal Party in NSW and National Policy and Research Manager for the Property Council of Australia.
Scott holds an Honours degree in Applied Economic Geography from the university of NSW. He lives with his wife Jenny and their two young daughters in Sydney's Sutherland Shire."
0,POLITICIAN,LIBERAL,2010-08-12,SCOTT MORRISON,Scott Morrison is the Shadow Immigration Minister.
0,POLITICIAN,LIBERAL,2011-07-07,SCOTT MORRISON,"Scott Morrison is the Shadow Minister for Immigration and Citizenship. He was elected as the federal MP for Cook, in SydneyÌâåÕs south-eastern suburbs, in November 2007 and was promoted to the Opposition front bench as Shadow Minister for Housing and Local Government in September 2008. In his short time in Parliament he has shown himself to be a skilled debater and a committed political advocate for the Liberal cause.
Before entering Parliament, Scott worked as a CEO and senior executive in various industry bodies and government agencies, including Managing Director of Tourism Australia, State Director of the Liberal Party in NSW and National Policy and Research Manager for the Property Council of Australia.
Scott holds an Honours degree in Applied Economic Geography from the university of NSW. He lives with his wife Jenny and their two young daughters in Sydney's Sutherland Shire."
0,POLITICIAN,LIBERAL,2012-10-22,SCOTT MORRISON,"Scott Morrison is the Shadow Minister for Immigration and Citizenship. 
He was elected as the federal MP for Cook, in SydneyÌâåÕs south-eastern suburbs, in November 2007 and was promoted to the Opposition front bench as Shadow Minister for Housing and Local Government in September 2008. In his time in Parliament he has shown himself to be a skilled debater and a committed political advocate for the Liberal cause.
Before entering Parliament, Scott worked as a CEO and senior executive in various industry bodies and government agencies, including managing director of Tourism Australia, State director of the Liberal Party in NSW and national policy and research manager for the Property Council of Australia.
Scott holds an Honours degree in applied economic geography from the University of NSW. He lives with his wife Jenny and their two young daughters in Sydney's Sutherland Shire."
1,AUTHOR,,2012-08-27,SEFI ATTA,"Sefi Atta was born and raised in Lagos, Nigeria. She was educated there and in England and the United States. She qualified as a chartered accountant in England and as a CPA in the United States, then graduated with a Master of Fine Arts from Antioch University, Los Angeles in 2001. 
Sefi is the author of 
 and 
. Her short stories have appeared in journals including 
 and 
. She has won prizes from the Zoetrope Short Fiction Contest and the Red Hen Press Short Story Award, and has been a finalist for Glimmer Train's Very Short Fiction Award and the Caine Prize for African Literature. 
Sefi was awarded PEN International's David TK Wong Prize in 2004, the Wole Soyinka Prize for Publishing in Africa in 2006 and, in 2009, the NOMA Award for Publishing in Africa. Also a playwright, Sefi's radio plays have been broadcast by the BBC. In 2011, her stage play 
 premiered at the Lagos Heritage Festival, and her stage play 
 premiered at Theatre Krefeld in Germany. 
She lives in Mississippi with her husband Gboyega Ransome-Kuti, a medical doctor, and their daughter, Temi. 
 is her latest novel."
